"Name","Code","year","co2emission"
"Low income","LIC","1970",0.266287305857603
"Liechtenstein","LIE","1970",NA
"Sri Lanka","LKA","1970",0.288114841411082
"Lower middle income","LMC","1970",0.563103131498673
"Low & middle income","LMY","1970",1.22853916011909
"Lesotho","LSO","1970",NA
"Late-demographic dividend","LTE","1970",1.91640308598804
"Lithuania","LTU","1970",NA
"Luxembourg","LUX","1970",40.532896385599
"Latvia","LVA","1970",NA
"Macao SAR, China","MAC","1970",0.834106436387564
"St. Martin (French part)","MAF","1970",NA
"Morocco","MAR","1970",0.455719187032884
"Monaco","MCO","1970",NA
"Moldova","MDA","1970",NA
"Madagascar","MDG","1970",0.14776610877993
"Maldives","MDV","1970",NA
"Middle East & North Africa","MEA","1970",2.34024843429469
"Mexico","MEX","1970",2.21528721113017
"Marshall Islands","MHL","1970",NA
"Middle income","MIC","1970",1.30184128265677
"North Macedonia","MKD","1970",NA
"Mali","MLI","1970",0.033902080081761
"Malta","MLT","1970",2.19305137948125
"Myanmar","MMR","1970",0.169303653161023
"Middle East & North Africa (excluding high income)","MNA","1970",1.65585748503255
"Montenegro","MNE","1970",NA
"Mongolia","MNG","1970",2.22802885461263
"Northern Mariana Islands","MNP","1970",NA
"Mozambique","MOZ","1970",0.330823859401483
"Mauritania","MRT","1970",0.374124941139539
"Mauritius","MUS","1970",0.603767554479419
"Malawi","MWI","1970",0.0966685956109361
"Malaysia","MYS","1970",1.35151952526307
"North America","NAC","1970",20.6271118486426
"Namibia","NAM","1970",NA
"New Caledonia","NCL","1970",21.3799196428571
"Niger","NER","1970",0.0479649912518035
"Nigeria","NGA","1970",0.384764792145153
"Nicaragua","NIC","1970",0.583608316265069
"Netherlands","NLD","1970",10.8858088713402
"Norway","NOR","1970",7.22753506857875
"Nepal","NPL","1970",0.0188290718072759
"Nauru","NRU","1970",10.0741758241758
"New Zealand","NZL","1970",5.05032803216281
"OECD members","OED","1970",10.4509957347159
"Oman","OMN","1970",0.324221421259348
"Other small states","OSS","1970",3.31902413186817
"Pakistan","PAK","1970",0.418593338454124
"Panama","PAN","1970",1.45059485218376
"Peru","PER","1970",1.32133894471193
"Philippines","PHL","1970",0.692153586592452
"Palau","PLW","1970",11.48751164169
"Papua New Guinea","PNG","1970",0.249023668033118
"Poland","POL","1970",9.32031832918507
"Pre-demographic dividend","PRE","1970",0.354409238273596
"Puerto Rico","PRI","1970",NA
"Korea, Dem. People’s Rep.","PRK","1970",NA
"Portugal","PRT","1970",1.75779140459731
"Paraguay","PRY","1970",0.300796884388525
"West Bank and Gaza","PSE","1970",NA
"Pacific island small states","PSS","1970",0.840967147281229
"Post-demographic dividend","PST","1970",11.3380549078487
"French Polynesia","PYF","1970",1.7589121679714
"Qatar","QAT","1970",69.1116021695856
"Romania","ROU","1970",5.93136910198012
"Russian Federation","RUS","1970",NA
"Rwanda","RWA","1970",0.0156152275082651
"South Asia","SAS","1970",0.31980130718205
"Saudi Arabia","SAU","1970",7.76012650973059
"Sudan","SDN","1970",0.349795296852885
"Senegal","SEN","1970",0.307485017633567
"Singapore","SGP","1970",8.77814439768099
"Solomon Islands","SLB","1970",0.251712948517941
"Sierra Leone","SLE","1970",0.317952880460463
"El Salvador","SLV","1970",0.389355710267275
"San Marino","SMR","1970",NA
"Somalia","SOM","1970",0.0628099082381303
"Serbia","SRB","1970",NA
"Sub-Saharan Africa (excluding high income)","SSA","1970",0.778836536935473
"South Sudan","SSD","1970",NA
"Sub-Saharan Africa","SSF","1970",0.778787646750182
"Small states","SST","1970",3.5500215409142
"Sao Tome and Principe","STP","1970",0.19671691432863
"Suriname","SUR","1970",4.37531221886713
"Slovak Republic","SVK","1970",NA
"Slovenia","SVN","1970",NA
"Sweden","SWE","1970",11.4859318289735
"Eswatini","SWZ","1970",0.85031292535936
"Sint Maarten (Dutch part)","SXM","1970",NA
"Seychelles","SYC","1970",0.547313432835821
"Syrian Arab Republic","SYR","1970",1.04861491328062
"Turks and Caicos Islands","TCA","1970",NA
"Chad","TCD","1970",0.0342183179072149
"East Asia & Pacific (IDA & IBRD countries)","TEA","1970",0.817289244439183
"Europe & Central Asia (IDA & IBRD countries)","TEC","1970",NA
"Togo","TGO","1970",0.130003375053533
"Thailand","THA","1970",0.416861174558357
"Tajikistan","TJK","1970",NA
"Turkmenistan","TKM","1970",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1970",1.75497241507602
"Timor-Leste","TLS","1970",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1970",1.65493649350751
"Tonga","TON","1970",0.304311744970421
"South Asia (IDA & IBRD)","TSA","1970",0.319801307182051
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1970",0.778787646750182
"Trinidad and Tobago","TTO","1970",9.51893247017009
"Tunisia","TUN","1970",0.739365762018275
"Turkey","TUR","1970",1.22260309528794
"Tuvalu","TUV","1970",NA
"Tanzania","TZA","1970",0.130582282225508
"Uganda","UGA","1970",0.153610402313515
"Ukraine","UKR","1970",NA
"Upper middle income","UMC","1970",1.89134664114652
"Uruguay","URY","1970",2.04375268925504
"United States","USA","1970",21.1112522725943
"Uzbekistan","UZB","1970",NA
"St. Vincent and the Grenadines","VCT","1970",0.324122462959485
"Venezuela, RB","VEN","1970",6.54251840911418
"British Virgin Islands","VGB","1970",1.86577795868526
"Virgin Islands (U.S.)","VIR","1970",NA
"Vietnam","VNM","1970",0.649680094085462
"Vanuatu","VUT","1970",0.472457453412512
"World","WLD","1970",4.0153371130379
"Samoa","WSM","1970",0.204933321224738
"Kosovo","XKX","1970",NA
"Yemen, Rep.","YEM","1970",0.405577144901721
"South Africa","ZAF","1970",6.78592963517165
"Zambia","ZMB","1970",0.902037703630978
"Zimbabwe","ZWE","1970",1.54325475398176
"Aruba","ABW","1971",NA
"Afghanistan","AFG","1971",0.16520832089736
"Angola","AGO","1971",0.564548236096118
"Albania","ALB","1971",1.98949792330655
"Andorra","AND","1971",NA
"Arab World","ARB","1971",2.00372201868707
"United Arab Emirates","ARE","1971",76.3476507454833
"Argentina","ARG","1971",3.66615941648738
"Armenia","ARM","1971",NA
"American Samoa","ASM","1971",NA
"Antigua and Barbuda","ATG","1971",6.60956850070699
"Australia","AUS","1971",11.8091175697612
"Austria","AUT","1971",6.95365191197046
"Azerbaijan","AZE","1971",NA
"Burundi","BDI","1971",0.0207762216228512
"Belgium","BEL","1971",12.5634251757595
"Benin","BEN","1971",0.0985563258674744
"Burkina Faso","BFA","1971",0.0262689134272207
"Bangladesh","BGD","1971",NA
"Bulgaria","BGR","1971",7.53255267592467
"Bahrain","BHR","1971",13.7983541522931
"Bahamas, The","BHS","1971",38.7178717457689
"Bosnia and Herzegovina","BIH","1971",NA
"Belarus","BLR","1971",NA
"Belize","BLZ","1971",1.14600177894593
"Bermuda","BMU","1971",4.23115384615385
"Bolivia","BOL","1971",0.668293050238556
"Brazil","BRA","1971",1.05285790577467
"Barbados","BRB","1971",2.01606037635259
"Brunei Darussalam","BRN","1971",55.4086724502657
"Bhutan","BTN","1971",0.0119463765046994
"Botswana","BWA","1971",NA
"Central African Republic","CAF","1971",0.0996186943023649
"Canada","CAN","1971",16.055332175092
"Central Europe and the Baltics","CEB","1971",8.35632983261227
"Switzerland","CHE","1971",6.75043498735555
"Channel Islands","CHI","1971",NA
"Chile","CHL","1971",2.72515407493337
"China","CHN","1971",1.04223969658961
"Cote d'Ivoire","CIV","1971",0.507858136926826
"Cameroon","CMR","1971",0.121143190792001
"Congo, Dem. Rep.","COD","1971",0.144083171874513
"Congo, Rep.","COG","1971",0.502034923519235
"Colombia","COL","1971",1.37820930577105
"Comoros","COM","1971",0.125023439764068
"Cabo Verde","CPV","1971",0.135159541334788
"Costa Rica","CRI","1971",0.806475158972974
"Caribbean small states","CSS","1971",5.05952711914812
"Cuba","CUB","1971",2.21101324829729
"Curacao","CUW","1971",NA
"Cayman Islands","CYM","1971",4.59331941544885
"Cyprus","CYP","1971",3.03585516196109
"Czech Republic","CZE","1971",NA
"Germany","DEU","1971",NA
"Djibouti","DJI","1971",0.952624991143755
"Dominica","DMA","1971",0.358665884194053
"Denmark","DNK","1971",11.4972271507917
"Dominican Republic","DOM","1971",0.761579223765509
"Algeria","DZA","1971",1.25527052060045
"East Asia & Pacific (excluding high income)","EAP","1971",0.896750083087941
"Early-demographic dividend","EAR","1971",0.916954915773902
"East Asia & Pacific","EAS","1971",1.60641657610005
"Europe & Central Asia (excluding high income)","ECA","1971",NA
"Europe & Central Asia","ECS","1971",NA
"Ecuador","ECU","1971",0.676180783805406
"Egypt, Arab Rep.","EGY","1971",0.652672002165842
"Euro area","EMU","1971",NA
"Eritrea","ERI","1971",NA
"Spain","ESP","1971",3.75994979034019
"Estonia","EST","1971",NA
"Ethiopia","ETH","1971",0.0633135356057373
"European Union","EUU","1971",9.90427787369969
"Fragile and conflict affected situations","FCS","1971",0.463082198015112
"Finland","FIN","1971",8.79913224362571
"Fiji","FJI","1971",1.03463842674015
"France","FRA","1971",8.8299125311702
"Faroe Islands","FRO","1971",6.59833240407522
"Micronesia, Fed. Sts.","FSM","1971",NA
"Gabon","GAB","1971",4.73781286785334
"United Kingdom","GBR","1971",11.8230362899475
"Georgia","GEO","1971",NA
"Ghana","GHA","1971",0.255820748884127
"Gibraltar","GIB","1971",2.78128663035234
"Guinea","GIN","1971",0.192769161442758
"Gambia, The","GMB","1971",0.115045302813543
"Guinea-Bissau","GNB","1971",0.102093089297348
"Equatorial Guinea","GNQ","1971",0.220869611773288
"Greece","GRC","1971",3.14959592509871
"Grenada","GRD","1971",0.505948779995967
"Greenland","GRL","1971",9.94440677966102
"Guatemala","GTM","1971",0.422494671722764
"Guam","GUM","1971",NA
"Guyana","GUY","1971",2.10149449896593
"High income","HIC","1971",11.1376822928511
"Hong Kong SAR, China","HKG","1971",2.26439720169085
"Honduras","HND","1971",0.475719258946086
"Heavily indebted poor countries (HIPC)","HPC","1971",0.217572299253748
"Croatia","HRV","1971",NA
"Haiti","HTI","1971",0.084791794806253
"Hungary","HUN","1971",6.68245804186664
"IBRD only","IBD","1971",1.65222080755708
"IDA & IBRD total","IBT","1971",1.43913889343345
"IDA total","IDA","1971",0.417439296415235
"IDA blend","IDB","1971",0.826070854426514
"Indonesia","IDN","1971",0.330738856240284
"IDA only","IDX","1971",0.216284911006562
"Isle of Man","IMN","1971",NA
"India","IND","1971",0.362529743663078
"Not classified","INX","1971",NA
"Ireland","IRL","1971",7.51894019150749
"Iran, Islamic Rep.","IRN","1971",3.47394306545706
"Iraq","IRQ","1971",2.81429203820259
"Iceland","ISL","1971",7.1525876039554
"Israel","ISR","1971",5.2943880742913
"Italy","ITA","1971",5.76231822654687
"Jamaica","JAM","1971",3.02137032657031
"Jordan","JOR","1971",0.916151056112652
"Japan","JPN","1971",7.54556102822218
"Kazakhstan","KAZ","1971",NA
"Kenya","KEN","1971",0.314635012167627
"Kyrgyz Republic","KGZ","1971",NA
"Cambodia","KHM","1971",0.0349255362344945
"Kiribati","KIR","1971",0.564370911889188
"St. Kitts and Nevis","KNA","1971",0.659384131265453
"Korea, Rep.","KOR","1971",1.78260872341885
"Kuwait","KWT","1971",33.9820182259385
"Latin America & Caribbean (excluding high income)","LAC","1971",1.74484657114119
"Lao PDR","LAO","1971",0.152666380669487
"Lebanon","LBN","1971",2.26807366208066
"Liberia","LBR","1971",1.06176073856194
"Libya","LBY","1971",9.71493833887007
"St. Lucia","LCA","1971",0.661995116250344
"Latin America & Caribbean","LCN","1971",1.83511485078453
"Least developed countries: UN classification","LDC","1971",0.157188417641893
"Low income","LIC","1971",0.295207994965075
"Liechtenstein","LIE","1971",NA
"Sri Lanka","LKA","1971",0.250836907735055
"Lower middle income","LMC","1971",0.586418578216604
"Low & middle income","LMY","1971",1.30923431926135
"Lesotho","LSO","1971",NA
"Late-demographic dividend","LTE","1971",2.06332911485248
"Lithuania","LTU","1971",NA
"Luxembourg","LUX","1971",38.5525420461946
"Latvia","LVA","1971",NA
"Macao SAR, China","MAC","1971",0.914030023558925
"St. Martin (French part)","MAF","1971",NA
"Morocco","MAR","1971",0.501690337052786
"Monaco","MCO","1971",NA
"Moldova","MDA","1971",NA
"Madagascar","MDG","1971",0.151935896771902
"Maldives","MDV","1971",0.0307371209200181
"Middle East & North Africa","MEA","1971",2.55665843735378
"Mexico","MEX","1971",2.38032751408993
"Marshall Islands","MHL","1971",NA
"Middle income","MIC","1971",1.38673620389143
"North Macedonia","MKD","1971",NA
"Mali","MLI","1971",0.0376131808428447
"Malta","MLT","1971",2.18057482656095
"Myanmar","MMR","1971",0.182865577000582
"Middle East & North Africa (excluding high income)","MNA","1971",1.71809636053353
"Montenegro","MNE","1971",NA
"Mongolia","MNG","1971",2.30536122394746
"Northern Mariana Islands","MNP","1971",NA
"Mozambique","MOZ","1971",0.391616712635748
"Mauritania","MRT","1971",0.33825149745192
"Mauritius","MUS","1971",0.471904007244736
"Malawi","MWI","1971",0.104031815518038
"Malaysia","MYS","1971",1.50758119845788
"North America","NAC","1971",20.5053001155985
"Namibia","NAM","1971",NA
"New Caledonia","NCL","1971",20.1685
"Niger","NER","1971",0.0498106075306792
"Nigeria","NGA","1971",0.563390938053405
"Nicaragua","NIC","1971",0.60738810183687
"Netherlands","NLD","1971",10.6768101125795
"Norway","NOR","1971",6.96845176284429
"Nepal","NPL","1971",0.0160676963014065
"Nauru","NRU","1971",13.1787960467206
"New Zealand","NZL","1971",5.27878338590957
"OECD members","OED","1971",10.522106197007
"Oman","OMN","1971",2.79565615620427
"Other small states","OSS","1971",3.55280173729574
"Pakistan","PAK","1971",0.386316757318106
"Panama","PAN","1971",1.6656526515057
"Peru","PER","1971",1.34527307637908
"Philippines","PHL","1971",0.748631867173862
"Palau","PLW","1971",13.6907823778312
"Papua New Guinea","PNG","1971",0.289547546755046
"Poland","POL","1971",9.55499385361539
"Pre-demographic dividend","PRE","1971",0.423666188571461
"Puerto Rico","PRI","1971",NA
"Korea, Dem. People’s Rep.","PRK","1971",NA
"Portugal","PRT","1971",1.89803576130562
"Paraguay","PRY","1971",0.250166707875355
"West Bank and Gaza","PSE","1971",NA
"Pacific island small states","PSS","1971",0.928736557644358
"Post-demographic dividend","PST","1971",11.405533364046
"French Polynesia","PYF","1971",1.98767288559389
"Qatar","QAT","1971",76.6478972314804
"Romania","ROU","1971",6.14955042299546
"Russian Federation","RUS","1971",NA
"Rwanda","RWA","1971",0.0161022813480982
"South Asia","SAS","1971",0.325485355091408
"Saudi Arabia","SAU","1971",9.80371030776186
"Sudan","SDN","1971",0.348436321761447
"Senegal","SEN","1971",0.308401290928402
"Singapore","SGP","1971",7.85327038667235
"Solomon Islands","SLB","1971",0.286894717203693
"Sierra Leone","SLE","1971",0.286942549533287
"El Salvador","SLV","1971",0.400737495089599
"San Marino","SMR","1971",NA
"Somalia","SOM","1971",0.0538586503097167
"Serbia","SRB","1971",NA
"Sub-Saharan Africa (excluding high income)","SSA","1971",0.873128371890484
"South Sudan","SSD","1971",NA
"Sub-Saharan Africa","SSF","1971",0.873071950892165
"Small states","SST","1971",3.97022793383073
"Sao Tome and Principe","STP","1971",0.144092105780188
"Suriname","SUR","1971",4.64785665536405
"Slovak Republic","SVK","1971",NA
"Slovenia","SVN","1971",NA
"Sweden","SWE","1971",10.4454022271741
"Eswatini","SWZ","1971",0.90027861803652
"Sint Maarten (Dutch part)","SXM","1971",NA
"Seychelles","SYC","1971",0.603400676478654
"Syrian Arab Republic","SYR","1971",1.35220428629021
"Turks and Caicos Islands","TCA","1971",NA
"Chad","TCD","1971",0.0403487316397531
"East Asia & Pacific (IDA & IBRD countries)","TEA","1971",0.895233323645244
"Europe & Central Asia (IDA & IBRD countries)","TEC","1971",NA
"Togo","TGO","1971",0.14428671953852
"Thailand","THA","1971",0.507018466635047
"Tajikistan","TJK","1971",NA
"Turkmenistan","TKM","1971",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1971",1.79144218772462
"Timor-Leste","TLS","1971",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1971",1.71714075161092
"Tonga","TON","1971",0.214446952595937
"South Asia (IDA & IBRD)","TSA","1971",0.325485355091408
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","1971",0.873071950892166
"Trinidad and Tobago","TTO","1971",8.47935790135612
"Tunisia","TUN","1971",0.813976599092594
"Turkey","TUR","1971",1.33629727205862
"Tuvalu","TUV","1971",NA
"Tanzania","TZA","1971",0.176372587577957
"Uganda","UGA","1971",0.149002466950514
"Ukraine","UKR","1971",NA
"Upper middle income","UMC","1971",2.02438578740764
"Uruguay","URY","1971",2.06101804610683
"United States","USA","1971",20.9802034758573
"Uzbekistan","UZB","1971",NA
"St. Vincent and the Grenadines","VCT","1971",0.320643560568799
"Venezuela, RB","VEN","1971",5.326322147771
"British Virgin Islands","VGB","1971",2.19646600778676
"Virgin Islands (U.S.)","VIR","1971",NA
"Vietnam","VNM","1971",0.551401485948835
"Vanuatu","VUT","1971",0.666651516873083
"World","WLD","1971",4.07455417503095
"Samoa","WSM","1971",0.252178278420774
"Kosovo","XKX","1971",NA
"Yemen, Rep.","YEM","1971",0.313629813214337
"South Africa","ZAF","1971",7.43729571995852
"Zambia","ZMB","1971",0.877860930574566
"Zimbabwe","ZWE","1971",1.59615788403175
"Aruba","ABW","1972",NA
"Afghanistan","AFG","1972",0.12999559417753
"Angola","AGO","1972",0.721245978268245
"Albania","ALB","1972",2.51591439803203
"Andorra","AND","1972",NA
"Arab World","ARB","1972",2.12087456086429
"United Arab Emirates","ARE","1972",70.8639711880692
"Argentina","ARG","1972",3.65700815412214
"Armenia","ARM","1972",NA
"American Samoa","ASM","1972",NA
"Antigua and Barbuda","ATG","1972",5.83216128981959
"Australia","AUS","1972",11.9516315549822
"Austria","AUT","1972",7.448516814438
"Azerbaijan","AZE","1972",NA
"Burundi","BDI","1972",0.0205453395359678
"Belgium","BEL","1972",13.4726952569298
"Benin","BEN","1972",0.127712647692658
"Burkina Faso","BFA","1972",0.0276984048370752
"Bangladesh","BGD","1972",0.0526721480845869
"Bulgaria","BGR","1972",7.71565670110305
"Bahrain","BHR","1972",16.0662782832581
"Bahamas, The","BHS","1972",36.491459863043
"Bosnia and Herzegovina","BIH","1972",NA
"Belarus","BLR","1972",NA
"Belize","BLZ","1972",1.24011797090051
"Bermuda","BMU","1972",4.66832103321033
"Bolivia","BOL","1972",0.762785244287639
"Brazil","BRA","1972",1.14523768888097
"Barbados","BRB","1972",2.08011510672215
"Brunei Darussalam","BRN","1972",66.6154539437552
"Bhutan","BTN","1972",0.0115741032989508
"Botswana","BWA","1972",0.0329819575111079
"Central African Republic","CAF","1972",0.0903113960836971
"Canada","CAN","1972",17.1540659225618
"Central Europe and the Baltics","CEB","1972",8.66304603037504
"Switzerland","CHE","1972",6.8637398186475
"Channel Islands","CHI","1972",NA
"Chile","CHL","1972",2.79026183940614
"China","CHN","1972",1.08067663654397
"Cote d'Ivoire","CIV","1972",0.540576301667958
"Cameroon","CMR","1972",0.125487500105575
"Congo, Dem. Rep.","COD","1972",0.143059328131428
"Congo, Rep.","COG","1972",0.471892369973594
"Colombia","COL","1972",1.39814357741071
"Comoros","COM","1972",0.122624197964345
"Cabo Verde","CPV","1972",0.188851653344026
"Costa Rica","CRI","1972",0.907239545533336
"Caribbean small states","CSS","1972",5.10332577107504
"Cuba","CUB","1972",2.30453506209458
"Curacao","CUW","1972",NA
"Cayman Islands","CYM","1972",5.42830356261719
"Cyprus","CYP","1972",3.83050901435992
"Czech Republic","CZE","1972",NA
"Germany","DEU","1972",NA
"Djibouti","DJI","1972",1.06394232915235
"Dominica","DMA","1972",0.357850859461042
"Denmark","DNK","1972",11.9488346011977
"Dominican Republic","DOM","1972",0.983170078850433
"Algeria","DZA","1972",1.85461177195589
"East Asia & Pacific (excluding high income)","EAP","1972",0.927221793449918
"Early-demographic dividend","EAR","1972",0.935317673476933
"East Asia & Pacific","EAS","1972",1.66980460465264
"Europe & Central Asia (excluding high income)","ECA","1972",NA
"Europe & Central Asia","ECS","1972",NA
"Ecuador","ECU","1972",0.714649268615212
"Egypt, Arab Rep.","EGY","1972",0.706632688744616
"Euro area","EMU","1972",NA
"Eritrea","ERI","1972",NA
"Spain","ESP","1972",4.19096686615824
"Estonia","EST","1972",NA
"Ethiopia","ETH","1972",0.0467183290797419
"European Union","EUU","1972",10.2290214291881
"Fragile and conflict affected situations","FCS","1972",0.420420473243533
"Finland","FIN","1972",9.51830728004247
"Fiji","FJI","1972",1.06731584027824
"France","FRA","1972",9.1058999372229
"Faroe Islands","FRO","1972",5.87822166562304
"Micronesia, Fed. Sts.","FSM","1972",NA
"Gabon","GAB","1972",4.47806291932046
"United Kingdom","GBR","1972",11.5623541783507
"Georgia","GEO","1972",NA
"Ghana","GHA","1972",0.262620141585292
"Gibraltar","GIB","1972",2.49812657537979
"Guinea","GIN","1972",0.194010582365738
"Gambia, The","GMB","1972",0.134042475417626
"Guinea-Bissau","GNB","1972",0.0901077508829074
"Equatorial Guinea","GNQ","1972",0.303998949917271
"Greece","GRC","1972",3.55205212772995
"Grenada","GRD","1972",0.507230030963047
"Greenland","GRL","1972",11.4641200828157
"Guatemala","GTM","1972",0.456093990019805
"Guam","GUM","1972",NA
"Guyana","GUY","1972",2.16378741959255
"High income","HIC","1972",11.5796641333809
"Hong Kong SAR, China","HKG","1972",2.25163546415753
"Honduras","HND","1972",0.533106439615657
"Heavily indebted poor countries (HIPC)","HPC","1972",0.21722464422132
"Croatia","HRV","1972",NA
"Haiti","HTI","1972",0.081112687737786
"Hungary","HUN","1972",6.67702567171057
"IBRD only","IBD","1972",1.70476612500304
"IDA & IBRD total","IBT","1972",1.48276744421157
"IDA total","IDA","1972",0.420444180020177
"IDA blend","IDB","1972",0.863710962940542
"Indonesia","IDN","1972",0.358132828828113
"IDA only","IDX","1972",0.207024825683109
"Isle of Man","IMN","1972",NA
"India","IND","1972",0.374899180373696
"Not classified","INX","1972",NA
"Ireland","IRL","1972",7.26191217873784
"Iran, Islamic Rep.","IRN","1972",3.52833243841283
"Iraq","IRQ","1972",2.78804515386708
"Iceland","ISL","1972",7.10125420179117
"Israel","ISR","1972",5.37935387547649
"Italy","ITA","1972",6.04932145389196
"Jamaica","JAM","1972",3.24991214924293
"Jordan","JOR","1972",1.01799743621728
"Japan","JPN","1972",7.96146246781356
"Kazakhstan","KAZ","1972",NA
"Kenya","KEN","1972",0.318815274210551
"Kyrgyz Republic","KGZ","1972",NA
"Cambodia","KHM","1972",0.0160698734927475
"Kiribati","KIR","1972",0.486339522546419
"St. Kitts and Nevis","KNA","1972",0.661913357400722
"Korea, Rep.","KOR","1972",1.8008084426734
"Kuwait","KWT","1972",32.4380713591481
"Latin America & Caribbean (excluding high income)","LAC","1972",1.79025065162148
"Lao PDR","LAO","1972",0.171678386787575
"Lebanon","LBN","1972",2.36900021341398
"Liberia","LBR","1972",1.02208784002355
"Libya","LBY","1972",6.54469750675621
"St. Lucia","LCA","1972",0.724362712820995
"Latin America & Caribbean","LCN","1972",1.87990696141533
"Least developed countries: UN classification","LDC","1972",0.154492029143768
"Low income","LIC","1972",0.26536781908447
"Liechtenstein","LIE","1972",NA
"Sri Lanka","LKA","1972",0.272439552873657
"Lower middle income","LMC","1972",0.605567463870655
"Low & middle income","LMY","1972",1.34917371398554
"Lesotho","LSO","1972",NA
"Late-demographic dividend","LTE","1972",2.14372177479957
"Lithuania","LTU","1972",NA
"Luxembourg","LUX","1972",38.93410271206
"Latvia","LVA","1972",NA
"Macao SAR, China","MAC","1972",0.928664171694799
"St. Martin (French part)","MAF","1972",NA
"Morocco","MAR","1972",0.482069685907394
"Monaco","MCO","1972",NA
"Moldova","MDA","1972",NA
"Madagascar","MDG","1972",0.185286801350873
"Maldives","MDV","1972",0.0297274510757657
"Middle East & North Africa","MEA","1972",2.67106117834184
"Mexico","MEX","1972",2.42200607157334
"Marshall Islands","MHL","1972",NA
"Middle income","MIC","1972",1.4316667855376
"North Macedonia","MKD","1972",NA
"Mali","MLI","1972",0.0399659501537058
"Malta","MLT","1972",2.77646883782443
"Myanmar","MMR","1972",0.171476911681469
"Middle East & North Africa (excluding high income)","MNA","1972",1.7514093282389
"Montenegro","MNE","1972",NA
"Mongolia","MNG","1972",2.4191328768234
"Northern Mariana Islands","MNP","1972",NA
"Mozambique","MOZ","1972",0.349377106658311
"Mauritania","MRT","1972",0.367469275844678
"Mauritius","MUS","1972",0.809099903409764
"Malawi","MWI","1972",0.110190097950025
"Malaysia","MYS","1972",1.58184888977901
"North America","NAC","1972",21.3049551825175
"Namibia","NAM","1972",NA
"New Caledonia","NCL","1972",13.5868924302789
"Niger","NER","1972",0.0530643780172379
"Nigeria","NGA","1972",0.706137022778243
"Nicaragua","NIC","1972",0.62771979040911
"Netherlands","NLD","1972",11.8388097678427
"Norway","NOR","1972",7.48223876711033
"Nepal","NPL","1972",0.0212737838091287
"Nauru","NRU","1972",11.3195648978392
"New Zealand","NZL","1972",5.57771927407969
"OECD members","OED","1972",10.9113364698618
"Oman","OMN","1972",2.6922254566063
"Other small states","OSS","1972",4.12806055152917
"Pakistan","PAK","1972",0.308381251978695
"Panama","PAN","1972",1.742502158234
"Peru","PER","1972",1.27785837691441
"Philippines","PHL","1972",0.697267117111558
"Palau","PLW","1972",13.9666936790924
"Papua New Guinea","PNG","1972",0.434791488685083
"Poland","POL","1972",9.98174269754187
"Pre-demographic dividend","PRE","1972",0.460116801292973
"Puerto Rico","PRI","1972",NA
"Korea, Dem. People’s Rep.","PRK","1972",NA
"Portugal","PRT","1972",2.12615918326202
"Paraguay","PRY","1972",0.275326376487494
"West Bank and Gaza","PSE","1972",NA
"Pacific island small states","PSS","1972",0.942527222145342
"Post-demographic dividend","PST","1972",11.8508525329719
"French Polynesia","PYF","1972",1.8266886187099
"Qatar","QAT","1972",82.6409731800766
"Romania","ROU","1972",6.41025170107577
"Russian Federation","RUS","1972",NA
"Rwanda","RWA","1972",0.0165543746727046
"South Asia","SAS","1972",0.328871079055346
"Saudi Arabia","SAU","1972",11.0033460191429
"Sudan","SDN","1972",0.364915421800219
"Senegal","SEN","1972",0.321873411553181
"Singapore","SGP","1972",10.332816855603
"Solomon Islands","SLB","1972",0.318773471185498
"Sierra Leone","SLE","1972",0.237627116031822
"El Salvador","SLV","1972",0.43427768507766
"San Marino","SMR","1972",NA
"Somalia","SOM","1972",0.0674431503050471
"Serbia","SRB","1972",NA
"Sub-Saharan Africa (excluding high income)","SSA","1972",0.896271210514143
"South Sudan","SSD","1972",NA
"Sub-Saharan Africa","SSF","1972",0.896244238102806
"Small states","SST","1972",4.31378991928606
"Sao Tome and Principe","STP","1972",0.141157902840865
"Suriname","SUR","1972",4.74438377089862
"Slovak Republic","SVK","1972",NA
"Slovenia","SVN","1972",NA
"Sweden","SWE","1972",10.4380581854893
"Eswatini","SWZ","1972",0.834432072536479
"Sint Maarten (Dutch part)","SXM","1972",NA
"Seychelles","SYC","1972",0.785379000160631
"Syrian Arab Republic","SYR","1972",1.14213896447147
"Turks and Caicos Islands","TCA","1972",NA
"Chad","TCD","1972",0.0317176286806142
"East Asia & Pacific (IDA & IBRD countries)","TEA","1972",0.925670376858781
"Europe & Central Asia (IDA & IBRD countries)","TEC","1972",NA
"Togo","TGO","1972",0.177836893158959
"Thailand","THA","1972",0.559082591868429
"Tajikistan","TJK","1972",NA
"Turkmenistan","TKM","1972",NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1972",1.83589456138882
"Timor-Leste","TLS","1972",NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1972",1.7504351905714
"Tonga","TON","1972",0.254879927713356
"South Asia (IDA & IBRD)","TSA","1972",0.328871079055346
